SpineMid_x,SpineMid_y,SpineMid_z,SpineMid_w,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowLeft_w,WristLeft_x,WristLeft_y,WristLeft_z,WristLeft_w,HandLeft_x,HandLeft_y,HandLeft_z,HandLeft_w,ElbowRight_x,ElbowRight_y,ElbowRight_z,ElbowRight_w,WristRight_x,WristRight_y,WristRight_z,WristRight_w,HandRight_x,HandRight_y,HandRight_z,HandRight_w,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeLeft_w,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleLeft_w,KneeRight_x,KneeRight_y,KneeRight_z,KneeRight_w,AnkleRight_x,AnkleRight_y,AnkleRight_z,AnkleRight_w
-0.1315994,0.008148879,0.005920961,-0.9912518,-0.9752848,0.09539464,0.1555057,0.1246498,-0.3518066,-0.3609259,-0.6182424,-0.6031094,-0.1446142,-0.1777683,-0.5188471,-0.8235793,0.02632444,-0.0913429,0.09365421,0.9910562,-0.2803106,-0.2361287,-0.5972551,-0.7134112,-0.1893076,0.383249,-0.5158169,0.7424392,0.5575788,0.3747979,0.3322159,-0.6620159,-0.622626,-0.241027,-0.2098791,-0.7142783,-0.5790882,0.3548039,0.3221597,0.6595334,-0.6550129,0.143952,0.1290608,-0.7304651
