SpineMid_x,SpineMid_y,SpineMid_z,SpineMid_w,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowLeft_w,WristLeft_x,WristLeft_y,WristLeft_z,WristLeft_w,HandLeft_x,HandLeft_y,HandLeft_z,HandLeft_w,ElbowRight_x,ElbowRight_y,ElbowRight_z,ElbowRight_w,WristRight_x,WristRight_y,WristRight_z,WristRight_w,HandRight_x,HandRight_y,HandRight_z,HandRight_w,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeLeft_w,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleLeft_w,KneeRight_x,KneeRight_y,KneeRight_z,KneeRight_w,AnkleRight_x,AnkleRight_y,AnkleRight_z,AnkleRight_w
0.04497469,-0.05046512,-0.002437998,-0.9977097,-0.1406438,-0.194803,0.01819728,-0.9705359,0.7295951,0.02585558,-0.02421471,-0.6829612,-0.1486872,0.1453823,0.775644,-0.5959299,-0.7445413,0.1176366,-0.2090878,-0.6229785,-0.7714472,-0.0252541,0.02082782,0.6354508,0.1125354,-0.09292173,0.7328099,-0.6645984,0.04632185,0.002009497,-0.02643775,0.9985747,-0.1028886,-0.01422694,-0.04012688,-0.9937813,0.04212274,0.001453265,0.01346429,0.9990207,-0.09999472,0.008885104,0.01541528,-0.9948289
