SpineBase_x, SpineBase_y, SpineBase_z, SpineBase_w,SpineMid_x, SpineMid_y, SpineMid_z, SpineMid_w,Neck_x, Neck_y, Neck_z, Neck_w,Head_x, Head_y, Head_z, Head_w,ShoulderLeft_x, ShoulderLeft_y, ShoulderLeft_z, ShoulderLeft_w,ElbowLeft_x, ElbowLeft_y, ElbowLeft_z, ElbowLeft_w,WristLeft_x, WristLeft_y, WristLeft_z, WristLeft_w,HandLeft_x, HandLeft_y, HandLeft_z, HandLeft_w,ShoulderRight_x, ShoulderRight_y, ShoulderRight_z, ShoulderRight_w,ElbowRight_x, ElbowRight_y, ElbowRight_z, ElbowRight_w,WristRight_x, WristRight_y, WristRight_z, WristRight_w,HandRight_x, HandRight_y, HandRight_z, HandRight_w,HipLeft_x, HipLeft_y, HipLeft_z, HipLeft_w,KneeLeft_x, KneeLeft_y, KneeLeft_z, KneeLeft_w,AnkleLeft_x, AnkleLeft_y, AnkleLeft_z, AnkleLeft_w,FootLeft_x, FootLeft_y, FootLeft_z, FootLeft_w,HipRight_x, HipRight_y, HipRight_z, HipRight_w,KneeRight_x, KneeRight_y, KneeRight_z, KneeRight_w,AnkleRight_x, AnkleRight_y, AnkleRight_z, AnkleRight_w,FootRight_x, FootRight_y, FootRight_z, FootRight_w,SpineShoulder_x, SpineShoulder_y, SpineShoulder_z, SpineShoulder_w,HandTipLeft_x, HandTipLeft_y, HandTipLeft_z, HandTipLeft_w,ThumbLeft_x, ThumbLeft_y, ThumbLeft_z, ThumbLeft_w,HandTipRight_x, HandTipRight_y, HandTipRight_z, HandTipRight_w,ThumbRight_x, ThumbRight_y, ThumbRight_z, ThumbRight_w,
-0.1501438,-0.971064,-0.1778525,-0.05348082,-0.149317,-0.9713017,-0.1785473,-0.04897431,-0.1390738,-0.9609656,-0.2330267,-0.05387301,0,0,0,0,0.633629,-0.7461918,-0.1134001,-0.1698602,-0.8588177,0.3232916,-0.3879341,0.08615043,0.5077535,-0.002192674,0.8598483,0.05331542,0.4874927,-0.1611542,0.8580524,-0.0112394,-0.8774741,-0.4342362,-0.1661934,0.1177193,-0.5161899,0.002593126,0.8308277,-0.2080066,-0.009272721,0.2510988,0.9378151,-0.2395127,0.02704881,0.494596,0.775175,-0.3921059,0.5483907,-0.8026659,-0.2305759,-0.04277897,-0.9945796,-0.1023299,-0.004194482,0.01795618,0.4578977,-0.4327386,0.568233,0.5293186,0,0,0,0,-0.7511826,-0.6013262,-0.2601251,-0.08041471,-0.6854098,0.2593309,0.680263,0.01425947,-0.6857536,0.2278606,0.6899599,0.0421522,0,0,0,0,-0.1429978,-0.9669787,-0.2051355,-0.0492256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.149759,-0.9711516,-0.1777213,-0.05340508,-0.1489572,-0.9713821,-0.1783939,-0.04903134,-0.1390514,-0.9609874,-0.2329219,-0.05399491,0,0,0,0,0.6335925,-0.7462321,-0.113042,-0.1700584,-0.858914,0.3230584,-0.3879862,0.0858302,0.5024827,-0.001843357,0.862927,0.05352249,0.482946,-0.1579556,0.8612423,-0.008668841,-0.8774561,-0.4342673,-0.1661277,0.1178324,-0.5171283,0.002226511,0.8302808,-0.2078633,0.01674207,0.2581885,0.9376013,-0.2322979,0.04629168,0.5084261,0.7745045,-0.3735007,0.548753,-0.8024548,-0.2304814,-0.04259871,-0.9943794,-0.1044162,-0.006299584,0.01634881,0.4569674,-0.4341813,0.5689272,0.5281944,0,0,0,0,-0.7509447,-0.6016512,-0.2600563,-0.08042847,-0.6856375,0.2587391,0.6802556,0.01440448,-0.686111,0.2272325,0.6898054,0.04225843,0,0,0,0,-0.1429645,-0.9669946,-0.2050532,-0.04935535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1502259,-0.9710244,-0.1778287,-0.05404485,-0.1493815,-0.9712696,-0.1785386,-0.04944296,-0.1397697,-0.9607987,-0.2332342,-0.05414903,0,0,0,0,0.6329489,-0.7466561,-0.112904,-0.1706846,-0.8600151,0.3234759,-0.3850185,0.08659163,0.3865467,-0.1171378,0.9097105,0.09636969,0.4020768,0.004088528,0.9140871,0.0525585,-0.877598,-0.4337671,-0.1663142,0.1183528,-0.5160382,0.002350134,0.8312038,-0.2068798,0.01237074,0.2555062,0.9382359,-0.2329741,0.04577247,0.5082626,0.7713568,-0.3802404,0.5468181,-0.8037521,-0.2305827,-0.04247741,-0.9938809,-0.1090564,-0.01215869,0.01263949,0.4557508,-0.439023,0.5702163,0.5238355,0,0,0,0,-0.7533147,-0.598273,-0.261084,-0.08013581,-0.6856396,0.2587672,0.6802712,0.01300424,-0.6862588,0.2273489,0.6897085,0.04078683,0,0,0,0,-0.1436142,-0.9668131,-0.2054162,-0.04951363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1501248,-0.9710653,-0.177594,-0.0543613,-0.1492873,-0.9713104,-0.1782986,-0.04979042,-0.1397999,-0.9608473,-0.2329376,-0.05448388,0,0,0,0,0.6329615,-0.7466972,-0.1121017,-0.1709863,-0.8490965,0.3255165,-0.4088155,0.0770985,0.4335398,-0.06206619,0.8948014,0.08672667,0.4357359,-0.04776121,0.8986591,0.01628228,-0.8775632,-0.4338745,-0.1662561,0.1182995,-0.5171015,0.002067263,0.8305703,-0.2067721,0.4146201,0.3308648,0.8417934,-0.1000129,-0.3711274,-0.6293577,-0.6726713,0.1169911,0.5470772,-0.8036532,-0.2303137,-0.04246959,-0.9936187,-0.1113045,-0.01452236,0.01105682,0.4555737,-0.4403577,0.5714284,0.5215433,0,0,0,0,-0.7531621,-0.5983493,-0.2611915,-0.0806464,-0.6858385,0.2580348,0.6803713,0.01176978,-0.6869572,0.2266611,0.6893226,0.0393573,0,0,0,0,-0.1435833,-0.9668609,-0.2051267,-0.04986881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1498473,-0.9711699,-0.1771926,-0.05456799,-0.1490082,-0.9714169,-0.1778988,-0.04997781,-0.139664,-0.9609067,-0.2327399,-0.05462927,0,0,0,0,0.6331953,-0.7465615,-0.1118556,-0.1708746,-0.8492655,0.3253331,-0.4086555,0.0768583,0.4347601,-0.06006684,0.8943958,0.08620881,0.436376,-0.04973835,0.8982215,0.01733205,-0.8775069,-0.4340727,-0.1662868,0.1179469,-0.5172395,0.001958661,0.8305196,-0.2066321,0.4009072,0.3303497,0.847987,-0.1051697,-0.36479,-0.6228694,-0.680016,0.1286096,0.5473894,-0.8035889,-0.2298137,-0.04237432,-0.9934781,-0.1124057,-0.01621358,0.01016531,0.455132,-0.4416969,0.5718332,0.5203515,0,0,0,0,-0.7530645,-0.5984994,-0.2610522,-0.08089662,-0.6861662,0.2577702,0.6801401,0.01183426,-0.687189,0.2263779,0.6891781,0.03947206,0,0,0,0,-0.1433893,-0.9669323,-0.2048864,-0.05003038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.149426,-0.9713236,-0.1769719,-0.05369676,-0.1486927,-0.9715375,-0.1775884,-0.0496789,-0.140052,-0.960806,-0.23287,-0.05485461,0,0,0,0,0.6333281,-0.7464405,-0.1120535,-0.1707806,-0.8601723,0.3239461,-0.3846124,0.08506408,0.5238916,-0.003114254,0.8501068,0.05335231,0.5035205,-0.1595431,0.8489306,-0.01817102,-0.877336,-0.4343819,-0.166858,0.1172702,-0.5195917,0.0008484829,0.8290504,-0.2066381,-0.007357911,0.2539949,0.9372997,-0.2385409,0.03316359,0.4907081,0.7748901,-0.3970531,0.5475407,-0.8034946,-0.2298977,-0.04174678,-0.9931537,-0.1151039,-0.01815875,0.008194338,0.4554049,-0.4434994,0.5721705,0.5182043,0,0,0,0,-0.7531327,-0.5988353,-0.26034,-0.0800662,-0.6861201,0.2600434,0.6792204,0.01662756,-0.6857609,0.2284963,0.6895689,0.04490329,0,0,0,0,-0.1436537,-0.9668689,-0.2049423,-0.05026975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1497918,-0.9712654,-0.1765171,-0.05520451,-0.1489446,-0.9715188,-0.1772325,-0.05055191,-0.1407583,-0.960646,-0.2330607,-0.05503798,0,0,0,0,0.633445,-0.746313,-0.1122743,-0.1707597,-0.8597576,0.3284849,-0.3814044,0.08628661,0.5204489,0.001005768,0.8522927,0.05224163,0.500955,-0.1603424,0.8504773,-0.004764281,-0.8771372,-0.4347103,-0.1674807,0.1166512,-0.5240867,-0.0006569992,0.8258682,-0.2080248,0.3800511,0.3313467,0.8563576,-0.1114547,-0.3364237,-0.6499339,-0.6655678,0.146371,0.5491251,-0.8027062,-0.2286338,-0.0430261,-0.9958125,-0.08989761,-0.0003276498,0.01660821,0.4511166,-0.4333129,0.5621091,0.5410796,0,0,0,0,-0.7519334,-0.6000408,-0.2604907,-0.08180441,-0.686807,0.2581127,0.6793359,0.01329502,-0.6871368,0.2266804,0.6890226,0.04131636,0,0,0,0,-0.1442468,-0.9667415,-0.2050799,-0.05045704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1513538,-0.9709623,-0.1759987,-0.05786804,-0.150272,-0.9712989,-0.1769232,-0.0519147,-0.1421765,-0.9603822,-0.2332667,-0.05512292,0,0,0,0,0.6336,-0.7461622,-0.113173,-0.1702498,-0.8536106,0.3336562,-0.3914487,0.082404,0.4190127,-0.07273416,0.9008963,0.08674279,0.4235343,-0.0362226,0.9045373,0.033452,-0.8766961,-0.435546,-0.1686286,0.1151875,-0.5346923,-0.008185883,0.8196634,-0.2053998,0.05578532,0.2758791,0.934087,-0.2196821,0.1076283,0.4895663,0.7698488,-0.3950619,0.5495632,-0.8027459,-0.2270796,-0.04487947,0.6295114,-0.1327103,0.7389095,0.2002905,0.5497209,-0.4063407,0.6926478,-0.2300728,0,0,0,0,-0.7510894,-0.6004331,-0.2610936,-0.08470575,-0.6876724,0.2553087,0.6795969,0.008504477,-0.6890234,0.2240384,0.6882904,0.03619102,0,0,0,0,-0.1456148,-0.9664918,-0.2052769,-0.05051169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1533064,-0.9705809,-0.175329,-0.06107137,-0.1519628,-0.971019,-0.1764947,-0.05365659,-0.1438005,-0.9601321,-0.233226,-0.05543966,0,0,0,0,0.6340244,-0.7458345,-0.1132163,-0.170077,-0.8579959,0.3348847,-0.3801342,0.08481444,0.4225025,-0.05106214,0.9017758,0.07539731,0.4251042,-0.02809262,0.9040925,0.03337868,-0.8765427,-0.435843,-0.169527,0.1139049,-0.5346228,-0.008411827,0.818987,-0.20825,-0.002530821,0.2618332,0.9352555,-0.2381899,0.05511717,0.453045,0.7798148,-0.4284874,0.5479382,-0.8041211,-0.2259283,-0.04593031,0.1876674,-0.039529,0.9507803,0.2433833,-0.8730401,-0.2035338,-0.3481809,0.2741263,0,0,0,0,-0.7514223,-0.5988327,-0.2625541,-0.08848275,-0.6886081,0.2512519,0.6802117,0.001865827,-0.6917268,0.2201672,0.6871685,0.02898197,0,0,0,0,-0.1471792,-0.9662466,-0.2052441,-0.05079993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1538598,-0.9707729,-0.1727957,-0.063788,-0.152699,-0.9711783,-0.1738224,-0.05728446,-0.1456331,-0.9603463,-0.2301276,-0.059727,0,0,0,0,0.6372944,-0.7436579,-0.103735,-0.1734014,-0.8682105,0.3169246,-0.3737521,0.07796729,0.5381803,0.02904323,0.8410996,0.04549694,0.5244334,-0.1169029,0.8420305,-0.04783222,-0.8786467,-0.4320794,-0.1692213,0.1124792,-0.5396712,-0.00881081,0.8134511,-0.2167364,0.01377647,0.2708463,0.9330204,-0.2364859,0.06788989,0.4582222,0.7810964,-0.4187027,0.5470376,-0.8054665,-0.2234434,-0.04524086,-0.08220468,0.02719618,0.9663613,0.242175,-0.5631778,-0.5517694,-0.5035819,0.3532515,0,0,0,0,-0.7518258,-0.5978442,-0.2624591,-0.0919539,-0.6900563,0.2459257,0.6806728,-0.005239743,-0.6973676,0.2149928,0.6833975,0.02060221,0,0,0,0,-0.1485934,-0.9664184,-0.2022567,-0.05520764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
